name,price,rating,category,brand,specs,description
Mattel Toys Model 806,37517.96,4.7,Toys,Mattel,"Board Game, 2-6 Players",Toys product by Mattel with features like Board Game.
Mattel Toys Model 444,17636.01,4.7,Toys,Mattel,"500 pieces, Multi-color",Toys product by Mattel with features like 500 pieces.
Sony Electronics Model 106,17470.92,4.1,Electronics,Sony,"1080p Full HD, Android TV",Electronics product by Sony with features like 1080p Full HD.
Samsung Tablet Model 491,25385.9,4.1,Tablet,Samsung,"6GB RAM, 64GB, MediaTek",Tablet product by Samsung with features like 6GB RAM.
Mattel Toys Model 402,24962.64,4.0,Toys,Mattel,"Plush Toy, 12 inch",Toys product by Mattel with features like Plush Toy.
Nike Clothing Model 887,24946.16,4.6,Clothing,Nike,"Size: L, Polyester, Black",Clothing product by Nike with features like Size: L.
Microsoft Tablet Model 712,5577.83,4.2,Tablet,Microsoft,"4GB RAM, 32GB, A12 Bionic",Tablet product by Microsoft with features like 4GB RAM.
Xiaomi Mobile Model 676,40029.26,3.5,Mobile,Xiaomi,"128GB, A15 Bionic",Mobile product by Xiaomi with features like 128GB.
Puma Clothing Model 948,28649.18,4.4,Clothing,Puma,"Size: XL, Cotton, Red",Clothing product by Puma with features like Size: XL.
Toyota Vehicles Model 966,19000.58,4.6,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles product by Toyota with features like V6 Engine.
LG Electronics Model 483,36769.67,3.8,Electronics,LG,"1080p Full HD, Android TV",Electronics product by LG with features like 1080p Full HD.
Ford Vehicles Model 974,38814.89,3.9,Vehicles,Ford,"1.5L Turbo, CVT",Vehicles product by Ford with features like 1.5L Turbo.
Hasbro Toys Model 876,34591.26,4.6,Toys,Hasbro,"Plush Toy, 12 inch",Toys product by Hasbro with features like Plush Toy.
Puma Clothing Model 676,7274.54,4.9,Clothing,Puma,"Size: XL, Cotton, Red",Clothing product by Puma with features like Size: XL.
Samsung Tablet Model 880,32261.02,3.6,Tablet,Samsung,"4GB RAM, 32GB, A12 Bionic",Tablet product by Samsung with features like 4GB RAM.
Puma Clothing Model 460,8099.21,4.8,Clothing,Puma,"Size: XL, Cotton, Red",Clothing product by Puma with features like Size: XL.
Toyota Vehicles Model 166,30435.28,4.6,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles product by Toyota with features like V6 Engine.
Xiaomi Mobile Model 795,46898.25,4.9,Mobile,Xiaomi,"128GB, A15 Bionic",Mobile product by Xiaomi with features like 128GB.
Ford Vehicles Model 473,21486.85,3.8,Vehicles,Ford,"V6 Engine, 4x4 Drive",Vehicles product by Ford with features like V6 Engine.
Nike Clothing Model 466,36254.1,4.8,Clothing,Nike,"Size: XL, Cotton, Red",Clothing product by Nike with features like Size: XL.
Ford Vehicles Model 390,15338.88,4.2,Vehicles,Ford,"1.5L Turbo, CVT",Vehicles product by Ford with features like 1.5L Turbo.
Adidas Clothing Model 660,18901.64,4.9,Clothing,Adidas,"Size: XL, Cotton, Red",Clothing product by Adidas with features like Size: XL.
Pepsi Food Model 508,43874.93,4.7,Food,Pepsi,"Family Pack, Chocolate",Food product by Pepsi with features like Family Pack.
Lego Toys Model 926,13943.04,4.1,Toys,Lego,"500 pieces, Multi-color",Toys product by Lego with features like 500 pieces.
Under Armour Clothing Model 779,19458.84,3.8,Clothing,Under Armour,"Size: L, Polyester, Black",Clothing product by Under Armour with features like Size: L.
Under Armour Clothing Model 801,24756.08,4.3,Clothing,Under Armour,"Size: S, Wool, Blue",Clothing product by Under Armour with features like Size: S.
Lenovo Tablet Model 144,10722.24,3.5,Tablet,Lenovo,"4GB RAM, 32GB, A12 Bionic",Tablet product by Lenovo with features like 4GB RAM.
Mattel Toys Model 643,42904.04,3.8,Toys,Mattel,"Plush Toy, 12 inch",Toys product by Mattel with features like Plush Toy.
Hot Wheels Toys Model 812,16331.44,4.8,Toys,Hot Wheels,"Die-cast, Model 2023",Toys product by Hot Wheels with features like Die-cast.
Apple Tablet Model 957,45276.59,3.9,Tablet,Apple,"8GB RAM, 256GB SSD, Intel i5",Tablet product by Apple with features like 8GB RAM.
Nike Clothing Model 924,31457.55,4.8,Clothing,Nike,"Size: L, Polyester, Black",Clothing product by Nike with features like Size: L.
Coca-Cola Food Model 533,14404.78,3.9,Food,Coca-Cola,"500ml, Diet",Food product by Coca-Cola with features like 500ml.
Tesla Vehicles Model 257,46366.48,4.2,Vehicles,Tesla,"2.0L Hybrid, 5 seats",Vehicles product by Tesla with features like 2.0L Hybrid.
Sony Electronics Model 630,40191.88,3.8,Electronics,Sony,"Noise Cancelling, Wireless",Electronics product by Sony with features like Noise Cancelling.
Ford Vehicles Model 365,46896.71,4.7,Vehicles,Ford,"1.5L Turbo, CVT",Vehicles product by Ford with features like 1.5L Turbo.
Under Armour Clothing Model 936,46546.54,4.6,Clothing,Under Armour,"Size: M, Cotton, White",Clothing product by Under Armour with features like Size: M.
Hasbro Toys Model 623,22902.36,4.1,Toys,Hasbro,"Die-cast, Model 2023",Toys product by Hasbro with features like Die-cast.
Samsung Tablet Model 854,45689.35,4.4,Tablet,Samsung,"8GB RAM, 256GB SSD, Intel i5",Tablet product by Samsung with features like 8GB RAM.
Puma Clothing Model 700,41567.72,4.1,Clothing,Puma,"Size: XL, Cotton, Red",Clothing product by Puma with features like Size: XL.
Apple Mobile Model 545,5795.31,4.7,Mobile,Apple,"512GB, A17 Pro",Mobile product by Apple with features like 512GB.
Hasbro Toys Model 953,5920.76,4.9,Toys,Hasbro,"Board Game, 2-6 Players",Toys product by Hasbro with features like Board Game.
Sony Electronics Model 621,26196.89,4.0,Electronics,Sony,"Noise Cancelling, Wireless",Electronics product by Sony with features like Noise Cancelling.
Samsung Mobile Model 360,19672.03,4.5,Mobile,Samsung,"512GB, A17 Pro",Mobile product by Samsung with features like 512GB.
Nabisco Food Model 784,36282.69,4.2,Food,Nabisco,"Family Pack, Chocolate",Food product by Nabisco with features like Family Pack.
Samsung Tablet Model 277,48450.71,3.6,Tablet,Samsung,"8GB RAM, 256GB SSD, Intel i5",Tablet product by Samsung with features like 8GB RAM.
Nestle Food Model 909,20084.36,4.9,Food,Nestle,"100g, Milk Chocolate",Food product by Nestle with features like 100g.
Toyota Vehicles Model 578,23201.14,3.6,Vehicles,Toyota,"Electric, 358mi range, Autopilot",Vehicles product by Toyota with features like Electric.
Sony Electronics Model 477,41803.27,4.0,Electronics,Sony,"Noise Cancelling, Wireless",Electronics product by Sony with features like Noise Cancelling.
Adidas Clothing Model 219,4411.31,3.6,Clothing,Adidas,"Size: M, Cotton, White",Clothing product by Adidas with features like Size: M.
OnePlus Mobile Model 573,33979.8,4.5,Mobile,OnePlus,"256GB, Snapdragon 8 Gen1",Mobile product by OnePlus with features like 256GB.
Adidas Clothing Model 281,48611.03,3.8,Clothing,Adidas,"Size: L, Polyester, Black",Clothing product by Adidas with features like Size: L.
OnePlus Mobile Model 502,26187.59,4.3,Mobile,OnePlus,"512GB, A17 Pro",Mobile product by OnePlus with features like 512GB.
LG Electronics Model 273,42435.57,4.3,Electronics,LG,"Noise Cancelling, Wireless",Electronics product by LG with features like Noise Cancelling.
Under Armour Clothing Model 378,3628.05,4.1,Clothing,Under Armour,"Size: M, Cotton, White",Clothing product by Under Armour with features like Size: M.
Honda Vehicles Model 773,3531.94,3.8,Vehicles,Honda,"Electric, 358mi range, Autopilot",Vehicles product by Honda with features like Electric.
Bose Electronics Model 843,11011.13,3.6,Electronics,Bose,"Noise Cancelling, Wireless",Electronics product by Bose with features like Noise Cancelling.
Apple Tablet Model 165,31965.1,5.0,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet product by Apple with features like 12GB RAM.
Sony Electronics Model 957,17308.14,5.0,Electronics,Sony,"4K UHD, HDR10, WebOS",Electronics product by Sony with features like 4K UHD.
Toyota Vehicles Model 905,29812.58,4.1,Vehicles,Toyota,"Electric, 358mi range, Autopilot",Vehicles product by Toyota with features like Electric.
Xiaomi Mobile Model 107,8643.04,4.3,Mobile,Xiaomi,"256GB, Snapdragon 8 Gen1",Mobile product by Xiaomi with features like 256GB.
Lenovo Tablet Model 884,32763.85,4.2,Tablet,Lenovo,"4GB RAM, 32GB, A12 Bionic",Tablet product by Lenovo with features like 4GB RAM.
Xiaomi Mobile Model 172,35994.07,4.3,Mobile,Xiaomi,"256GB, Snapdragon 8 Gen1",Mobile product by Xiaomi with features like 256GB.
Nabisco Food Model 893,15751.75,4.3,Food,Nabisco,"500ml, Diet",Food product by Nabisco with features like 500ml.
Mattel Toys Model 947,9094.52,3.8,Toys,Mattel,"Die-cast, Model 2023",Toys product by Mattel with features like Die-cast.
OnePlus Mobile Model 862,13535.3,3.7,Mobile,OnePlus,"64GB, MediaTek",Mobile product by OnePlus with features like 64GB.
Hasbro Toys Model 962,5018.28,4.6,Toys,Hasbro,"Plush Toy, 12 inch",Toys product by Hasbro with features like Plush Toy.
Pepsi Food Model 836,6989.95,4.6,Food,Pepsi,"100g, Milk Chocolate",Food product by Pepsi with features like 100g.
Nike Clothing Model 266,39333.28,4.1,Clothing,Nike,"Size: XL, Cotton, Red",Clothing product by Nike with features like Size: XL.
Ford Vehicles Model 181,16250.79,4.2,Vehicles,Ford,"1.5L Turbo, CVT",Vehicles product by Ford with features like 1.5L Turbo.
Toyota Vehicles Model 160,4709.44,4.6,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles product by Toyota with features like V6 Engine.
Honda Vehicles Model 340,39910.59,3.6,Vehicles,Honda,"2.0L Hybrid, 5 seats",Vehicles product by Honda with features like 2.0L Hybrid.
Under Armour Clothing Model 999,10025.47,4.3,Clothing,Under Armour,"Size: M, Cotton, White",Clothing product by Under Armour with features like Size: M.
Nike Clothing Model 741,20462.51,4.6,Clothing,Nike,"Size: XL, Cotton, Red",Clothing product by Nike with features like Size: XL.
Lego Toys Model 321,17242.27,4.4,Toys,Lego,"500 pieces, Multi-color",Toys product by Lego with features like 500 pieces.
Under Armour Clothing Model 586,41889.41,4.0,Clothing,Under Armour,"Size: L, Polyester, Black",Clothing product by Under Armour with features like Size: L.
Samsung Electronics Model 174,995.66,3.6,Electronics,Samsung,"Bluetooth Speaker, Waterproof",Electronics product by Samsung with features like Bluetooth Speaker.
Ford Vehicles Model 973,2926.19,4.4,Vehicles,Ford,"Electric, 358mi range, Autopilot",Vehicles product by Ford with features like Electric.
OnePlus Mobile Model 232,47119.39,4.3,Mobile,OnePlus,"256GB, Snapdragon 8 Gen1",Mobile product by OnePlus with features like 256GB.
Toyota Vehicles Model 611,15369.57,3.5,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles product by Toyota with features like V6 Engine.
Apple Tablet Model 914,9296.65,4.1,Tablet,Apple,"4GB RAM, 32GB, A12 Bionic",Tablet product by Apple with features like 4GB RAM.
Samsung Tablet Model 656,37911.11,4.8,Tablet,Samsung,"4GB RAM, 32GB, A12 Bionic",Tablet product by Samsung with features like 4GB RAM.
Tesla Vehicles Model 913,29423.38,4.3,Vehicles,Tesla,"2.0L Hybrid, 5 seats",Vehicles product by Tesla with features like 2.0L Hybrid.
Honda Vehicles Model 987,12476.88,4.0,Vehicles,Honda,"2.0L Hybrid, 5 seats",Vehicles product by Honda with features like 2.0L Hybrid.
Nabisco Food Model 218,10171.55,3.6,Food,Nabisco,"1.5L, Carbonated",Food product by Nabisco with features like 1.5L.
Apple Tablet Model 973,22868.45,4.5,Tablet,Apple,"4GB RAM, 32GB, A12 Bionic",Tablet product by Apple with features like 4GB RAM.
Pepsi Food Model 143,25529.87,3.9,Food,Pepsi,"100g, Milk Chocolate",Food product by Pepsi with features like 100g.
Bose Electronics Model 321,42442.23,3.6,Electronics,Bose,"4K UHD, HDR10, WebOS",Electronics product by Bose with features like 4K UHD.
OnePlus Mobile Item 1162,648.25,3.3,Mobile,OnePlus,"256GB, Snapdragon 8 Gen1",Mobile product from OnePlus featuring 256GB.
Samsung Tablet Item 1783,735.75,4.9,Tablet,Samsung,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Samsung featuring 8GB RAM.
Adidas Clothing Item 1696,309.81,3.6,Clothing,Adidas,"Size: M, Cotton, White",Clothing product from Adidas featuring Size: M.
Sony Electronics Item 1449,226.64,4.5,Electronics,Sony,"Noise Cancelling, Wireless",Electronics product from Sony featuring Noise Cancelling.
LG Electronics Item 1282,933.77,3.7,Electronics,LG,"Noise Cancelling, Wireless",Electronics product from LG featuring Noise Cancelling.
Apple Tablet Item 1625,121.53,4.5,Tablet,Apple,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Apple featuring 8GB RAM.
Lenovo Tablet Item 1375,836.5,3.6,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Lenovo featuring 8GB RAM.
Lenovo Tablet Item 1090,503.82,4.8,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Lenovo featuring 8GB RAM.
AmazonBasics E-Commerce Item 1099,913.18,4.5,E-Commerce,AmazonBasics,"Bulk discounts, Direct from China",E-Commerce product from AmazonBasics featuring Bulk discounts.
OnePlus Mobile Item 1779,263.67,3.4,Mobile,OnePlus,"256GB, Snapdragon 8 Gen1",Mobile product from OnePlus featuring 256GB.
Apple Tablet Item 1064,842.64,4.0,Tablet,Apple,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Apple featuring 8GB RAM.
Apple Tablet Item 1523,1073.6,3.0,Tablet,Apple,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Apple featuring 8GB RAM.
Bose Electronics Item 1170,1889.09,4.4,Electronics,Bose,"Noise Cancelling, Wireless",Electronics product from Bose featuring Noise Cancelling.
Nike Clothing Item 1226,1616.16,4.4,Clothing,Nike,"Size: XL, Cotton, Red",Clothing product from Nike featuring Size: XL.
Pepsi Food Item 1787,775.66,3.2,Food,Pepsi,"1.5L, Carbonated",Food product from Pepsi featuring 1.5L.
Pepsi Food Item 1754,1724.8,4.9,Food,Pepsi,"500ml, Diet",Food product from Pepsi featuring 500ml.
Tesla Vehicles Item 1321,1386.3,3.7,Vehicles,Tesla,"V6 Engine, 4x4 Drive",Vehicles product from Tesla featuring V6 Engine.
LG Electronics Item 1751,10.7,4.3,Electronics,LG,"4K UHD, HDR10, WebOS",Electronics product from LG featuring 4K UHD.
Mattel Toys Item 1504,1809.8,4.7,Toys,Mattel,"Plush Toy, 12 inch",Toys product from Mattel featuring Plush Toy.
Nabisco Food Item 1286,1012.35,3.4,Food,Nabisco,"1.5L, Carbonated",Food product from Nabisco featuring 1.5L.
Hot Wheels Toys Item 1595,1617.87,4.2,Toys,Hot Wheels,"500 pieces, Multi-color",Toys product from Hot Wheels featuring 500 pieces.
Samsung Electronics Item 1023,39.68,4.8,Electronics,Samsung,"4K UHD, HDR10, WebOS",Electronics product from Samsung featuring 4K UHD.
Toyota Vehicles Item 1298,1373.35,3.3,Vehicles,Toyota,"1.5L Turbo, CVT",Vehicles product from Toyota featuring 1.5L Turbo.
Coca-Cola Food Item 1692,673.4,3.3,Food,Coca-Cola,"100g, Milk Chocolate",Food product from Coca-Cola featuring 100g.
Puma Clothing Item 1495,92.55,3.3,Clothing,Puma,"Size: M, Cotton, White",Clothing product from Puma featuring Size: M.
Nabisco Food Item 1960,1726.06,3.7,Food,Nabisco,"Family Pack, Chocolate",Food product from Nabisco featuring Family Pack.
Lego Toys Item 1151,1723.71,4.7,Toys,Lego,"Board Game, 2-6 Players",Toys product from Lego featuring Board Game.
Lenovo Tablet Item 1505,652.06,4.7,Tablet,Lenovo,"6GB RAM, 64GB, MediaTek",Tablet product from Lenovo featuring 6GB RAM.
Toyota Vehicles Item 1369,1688.78,4.0,Vehicles,Toyota,"Electric, 358mi range, Autopilot",Vehicles product from Toyota featuring Electric.
Toyota Vehicles Item 1874,995.59,3.3,Vehicles,Toyota,"Electric, 358mi range, Autopilot",Vehicles product from Toyota featuring Electric.
Pepsi Food Item 1883,1508.6,3.9,Food,Pepsi,"Family Pack, Chocolate",Food product from Pepsi featuring Family Pack.
Nestle Food Item 1302,344.09,4.9,Food,Nestle,"100g, Milk Chocolate",Food product from Nestle featuring 100g.
Lenovo Tablet Item 1813,1883.93,3.8,Tablet,Lenovo,"4GB RAM, 32GB, A12 Bionic",Tablet product from Lenovo featuring 4GB RAM.
Nestle Food Item 1826,765.75,3.4,Food,Nestle,"1.5L, Carbonated",Food product from Nestle featuring 1.5L.
Samsung Mobile Item 1419,569.84,3.7,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile product from Samsung featuring 256GB.
eBay E-Commerce Item 1029,1812.09,4.4,E-Commerce,eBay,"Second-hand, Global shipping",E-Commerce product from eBay featuring Second-hand.
Samsung Electronics Item 1292,1640.36,3.7,Electronics,Samsung,"Bluetooth Speaker, Waterproof",Electronics product from Samsung featuring Bluetooth Speaker.
Pepsi Food Item 1491,1763.0,3.4,Food,Pepsi,"Family Pack, Chocolate",Food product from Pepsi featuring Family Pack.
Bose Electronics Item 1681,482.46,4.7,Electronics,Bose,"Bluetooth Speaker, Waterproof",Electronics product from Bose featuring Bluetooth Speaker.
Pepsi Food Item 1355,1325.39,4.8,Food,Pepsi,"1.5L, Carbonated",Food product from Pepsi featuring 1.5L.
Pepsi Food Item 1689,1196.5,3.9,Food,Pepsi,"1.5L, Carbonated",Food product from Pepsi featuring 1.5L.
Ford Vehicles Item 1768,972.65,4.6,Vehicles,Ford,"Electric, 358mi range, Autopilot",Vehicles product from Ford featuring Electric.
Hot Wheels Toys Item 1794,184.96,3.6,Toys,Hot Wheels,"Plush Toy, 12 inch",Toys product from Hot Wheels featuring Plush Toy.
Lego Toys Item 1608,885.96,4.6,Toys,Lego,"Plush Toy, 12 inch",Toys product from Lego featuring Plush Toy.
Sony Electronics Item 1386,329.05,3.4,Electronics,Sony,"4K UHD, HDR10, WebOS",Electronics product from Sony featuring 4K UHD.
Lenovo Tablet Item 1872,1882.57,3.9,Tablet,Lenovo,"12GB RAM, 128GB, Snapdragon",Tablet product from Lenovo featuring 12GB RAM.
Xiaomi Mobile Item 1129,971.54,4.6,Mobile,Xiaomi,"256GB, Snapdragon 8 Gen1",Mobile product from Xiaomi featuring 256GB.
Coca-Cola Food Item 1442,1300.53,3.2,Food,Coca-Cola,"Family Pack, Chocolate",Food product from Coca-Cola featuring Family Pack.
Ford Vehicles Item 1936,360.39,4.3,Vehicles,Ford,"Electric, 358mi range, Autopilot",Vehicles product from Ford featuring Electric.
Bose Electronics Item 1465,995.82,3.6,Electronics,Bose,"1080p Full HD, Android TV",Electronics product from Bose featuring 1080p Full HD.
Samsung Mobile Item 1747,74.7,4.5,Mobile,Samsung,"128GB, A15 Bionic",Mobile product from Samsung featuring 128GB.
Hasbro Toys Item 1318,1449.73,4.5,Toys,Hasbro,"500 pieces, Multi-color",Toys product from Hasbro featuring 500 pieces.
Hot Wheels Toys Item 1278,1495.44,3.3,Toys,Hot Wheels,"Die-cast, Model 2023",Toys product from Hot Wheels featuring Die-cast.
Nestle Food Item 1086,1878.53,4.0,Food,Nestle,"100g, Milk Chocolate",Food product from Nestle featuring 100g.
Bose Electronics Item 1001,1246.23,3.3,Electronics,Bose,"Noise Cancelling, Wireless",Electronics product from Bose featuring Noise Cancelling.
Hot Wheels Toys Item 1174,1226.24,3.3,Toys,Hot Wheels,"Die-cast, Model 2023",Toys product from Hot Wheels featuring Die-cast.
Nestle Food Item 1237,1814.25,3.3,Food,Nestle,"100g, Milk Chocolate",Food product from Nestle featuring 100g.
Samsung Mobile Item 1155,273.42,3.7,Mobile,Samsung,"512GB, A17 Pro",Mobile product from Samsung featuring 512GB.
Apple Tablet Item 1702,1960.3,3.6,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet product from Apple featuring 12GB RAM.
Lenovo Tablet Item 1342,1829.27,4.8,Tablet,Lenovo,"6GB RAM, 64GB, MediaTek",Tablet product from Lenovo featuring 6GB RAM.
Lenovo Tablet Item 1672,774.91,3.9,Tablet,Lenovo,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Lenovo featuring 8GB RAM.
Coca-Cola Food Item 1595,1604.7,4.0,Food,Coca-Cola,"Family Pack, Chocolate",Food product from Coca-Cola featuring Family Pack.
Bose Electronics Item 1763,998.26,3.1,Electronics,Bose,"1080p Full HD, Android TV",Electronics product from Bose featuring 1080p Full HD.
Adidas Clothing Item 1849,310.46,3.2,Clothing,Adidas,"Size: L, Polyester, Black",Clothing product from Adidas featuring Size: L.
Adidas Clothing Item 1966,667.1,3.8,Clothing,Adidas,"Size: S, Wool, Blue",Clothing product from Adidas featuring Size: S.
OnePlus Mobile Item 1157,1215.63,4.9,Mobile,OnePlus,"128GB, A15 Bionic",Mobile product from OnePlus featuring 128GB.
Nike Clothing Item 1051,1849.43,4.1,Clothing,Nike,"Size: M, Cotton, White",Clothing product from Nike featuring Size: M.
Lenovo Tablet Item 1053,65.6,3.7,Tablet,Lenovo,"12GB RAM, 128GB, Snapdragon",Tablet product from Lenovo featuring 12GB RAM.
Apple Tablet Item 1875,1112.53,4.0,Tablet,Apple,"12GB RAM, 128GB, Snapdragon",Tablet product from Apple featuring 12GB RAM.
Hasbro Toys Item 1946,1019.91,3.6,Toys,Hasbro,"500 pieces, Multi-color",Toys product from Hasbro featuring 500 pieces.
Etsy E-Commerce Item 1327,219.57,3.9,E-Commerce,Etsy,"Online only, Fast shipping",E-Commerce product from Etsy featuring Online only.
Nike Clothing Item 1915,1590.48,3.1,Clothing,Nike,"Size: L, Polyester, Black",Clothing product from Nike featuring Size: L.
Xiaomi Mobile Item 1518,1770.9,3.1,Mobile,Xiaomi,"512GB, A17 Pro",Mobile product from Xiaomi featuring 512GB.
Etsy E-Commerce Item 1425,1423.07,3.5,E-Commerce,Etsy,"Online only, Fast shipping",E-Commerce product from Etsy featuring Online only.
Samsung Mobile Item 1949,1013.5,4.0,Mobile,Samsung,"64GB, MediaTek",Mobile product from Samsung featuring 64GB.
Etsy E-Commerce Item 1820,905.37,4.9,E-Commerce,Etsy,"Second-hand, Global shipping",E-Commerce product from Etsy featuring Second-hand.
AliExpress E-Commerce Item 1274,52.38,4.0,E-Commerce,AliExpress,"Bulk discounts, Direct from China",E-Commerce product from AliExpress featuring Bulk discounts.
Hot Wheels Toys Item 1681,190.01,4.0,Toys,Hot Wheels,"Board Game, 2-6 Players",Toys product from Hot Wheels featuring Board Game.
AliExpress E-Commerce Item 1981,449.13,4.5,E-Commerce,AliExpress,"Online only, Fast shipping",E-Commerce product from AliExpress featuring Online only.
Adidas Clothing Item 1772,546.54,4.9,Clothing,Adidas,"Size: M, Cotton, White",Clothing product from Adidas featuring Size: M.
Xiaomi Mobile Item 1007,590.03,4.9,Mobile,Xiaomi,"128GB, A15 Bionic",Mobile product from Xiaomi featuring 128GB.
Nike Clothing Item 1602,372.87,4.5,Clothing,Nike,"Size: M, Cotton, White",Clothing product from Nike featuring Size: M.
Samsung Electronics Item 1200,1678.04,3.3,Electronics,Samsung,"Bluetooth Speaker, Waterproof",Electronics product from Samsung featuring Bluetooth Speaker.
Xiaomi Mobile Item 1584,619.42,3.5,Mobile,Xiaomi,"256GB, Snapdragon 8 Gen1",Mobile product from Xiaomi featuring 256GB.
Etsy E-Commerce Item 1554,1961.86,4.4,E-Commerce,Etsy,"Second-hand, Global shipping",E-Commerce product from Etsy featuring Second-hand.
Mattel Toys Item 1405,999.26,3.2,Toys,Mattel,"Die-cast, Model 2023",Toys product from Mattel featuring Die-cast.
Sony Electronics Item 1668,1626.32,3.7,Electronics,Sony,"Noise Cancelling, Wireless",Electronics product from Sony featuring Noise Cancelling.
Sony Electronics Item 1239,8.87,3.3,Electronics,Sony,"1080p Full HD, Android TV",Electronics product from Sony featuring 1080p Full HD.
Honda Vehicles Item 1355,1982.22,5.0,Vehicles,Honda,"Electric, 358mi range, Autopilot",Vehicles product from Honda featuring Electric.
Etsy E-Commerce Item 1648,1904.44,3.0,E-Commerce,Etsy,"Bulk discounts, Direct from China",E-Commerce product from Etsy featuring Bulk discounts.
Lego Toys Item 1455,335.0,3.5,Toys,Lego,"Die-cast, Model 2023",Toys product from Lego featuring Die-cast.
Apple Tablet Item 1771,871.55,3.6,Tablet,Apple,"8GB RAM, 256GB SSD, Intel i5",Tablet product from Apple featuring 8GB RAM.
Sony Electronics Item 1102,1881.48,4.8,Electronics,Sony,"Bluetooth Speaker, Waterproof",Electronics product from Sony featuring Bluetooth Speaker.
Samsung Mobile Item 1739,715.61,4.9,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile product from Samsung featuring 256GB.
Hasbro Toys Item 1260,921.18,4.5,Toys,Hasbro,"Die-cast, Model 2023",Toys product from Hasbro featuring Die-cast.
Samsung Mobile Item 1811,998.17,4.5,Mobile,Samsung,"256GB, Snapdragon 8 Gen1",Mobile product from Samsung featuring 256GB.
LG Electronics Item 1131,1961.66,4.8,Electronics,LG,"Noise Cancelling, Wireless",Electronics product from LG featuring Noise Cancelling.
AmazonBasics E-Commerce Item 1309,1750.35,4.4,E-Commerce,AmazonBasics,"Second-hand, Global shipping",E-Commerce product from AmazonBasics featuring Second-hand.
Lego Toys Item 1260,628.72,4.9,Toys,Lego,"Board Game, 2-6 Players",Toys product from Lego featuring Board Game.
Samsung Tablet Item 1349,739.99,3.2,Tablet,Samsung,"12GB RAM, 128GB, Snapdragon",Tablet product from Samsung featuring 12GB RAM.
Honda Vehicles Item 1109,11.49,3.7,Vehicles,Honda,"1.5L Turbo, CVT",Vehicles product from Honda featuring 1.5L Turbo.
AliExpress E-Commerce Item 1140,430.65,4.3,E-Commerce,AliExpress,"Second-hand, Global shipping",E-Commerce product from AliExpress featuring Second-hand.
Samsung Tablet Item 1308,1817.64,3.8,Tablet,Samsung,"12GB RAM, 128GB, Snapdragon",Tablet product from Samsung featuring 12GB RAM.
Samsung Mobile Item 1121,1011.7,3.7,Mobile,Samsung,"64GB, MediaTek",Mobile product from Samsung featuring 64GB.
Honda Vehicles Item 1270,1053.94,4.1,Vehicles,Honda,"1.5L Turbo, CVT",Vehicles product from Honda featuring 1.5L Turbo.
Lenovo Tablet Item 1380,454.07,4.4,Tablet,Lenovo,"4GB RAM, 32GB, A12 Bionic",Tablet product from Lenovo featuring 4GB RAM.
Honda Vehicles Item 1770,820.87,3.9,Vehicles,Honda,"2.0L Hybrid, 5 seats",Vehicles product from Honda featuring 2.0L Hybrid.
AmazonBasics E-Commerce Item 1365,1870.08,4.1,E-Commerce,AmazonBasics,"Second-hand, Global shipping",E-Commerce product from AmazonBasics featuring Second-hand.
Nike Clothing Item 1889,431.92,3.0,Clothing,Nike,"Size: XL, Cotton, Red",Clothing product from Nike featuring Size: XL.
Samsung Electronics Item 1120,829.03,4.1,Electronics,Samsung,"Noise Cancelling, Wireless",Electronics product from Samsung featuring Noise Cancelling.
AliExpress E-Commerce Item 1862,1705.4,3.7,E-Commerce,AliExpress,"Second-hand, Global shipping",E-Commerce product from AliExpress featuring Second-hand.
Samsung Electronics Item 1412,1513.31,3.9,Electronics,Samsung,"Bluetooth Speaker, Waterproof",Electronics product from Samsung featuring Bluetooth Speaker.
Honda Vehicles Item 1953,1223.35,4.2,Vehicles,Honda,"1.5L Turbo, CVT",Vehicles product from Honda featuring 1.5L Turbo.
Toyota Vehicles Item 1928,426.58,3.4,Vehicles,Toyota,"V6 Engine, 4x4 Drive",Vehicles product from Toyota featuring V6 Engine.
Under Armour Clothing Item 1756,1899.9,3.0,Clothing,Under Armour,"Size: XL, Cotton, Red",Clothing product from Under Armour featuring Size: XL.
Pepsi Food Item 1012,1587.2,4.8,Food,Pepsi,"Family Pack, Chocolate",Food product from Pepsi featuring Family Pack.
